,year,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($)
20,-1.5729562999650117,-0.26440251809766724,-0.40161682227506923,-0.584271035871706,-0.3057855017894307,-0.8571097817511669
21,-1.5729562999650117,-0.2655160353288776,-0.4004360846033852,-0.6043836524127955,-0.3057855017894307,-0.8571097817511669
22,-1.5729562999650117,-0.2699701042537188,-0.39204257985032703,-0.6790120453678903,-0.3057855017894307,-0.8571097817511669
23,-1.5729562999650117,-0.2699701042537188,-0.3849068173997149,-0.6790120453678903,-0.3057855017894307,-0.8571097817511669
24,-1.4543424789046935,-0.2677430697912982,-0.46768679546886655,-0.2084826741829305,-0.30564100173601383,-0.8537012795514148
25,-1.4543424789046935,-0.24992679409193325,-0.4006670984956712,-0.34291963737863335,-0.30564100173601383,-0.8537012795514148
26,-1.4543424789046935,-0.25326734578556415,-0.391734561327279,-0.4297214561349139,-0.30564100173601383,-0.8537012795514148
27,-1.4543424789046935,-0.26328900086645696,-0.43698761600508196,-0.455656145885266,-0.30564100173601383,-0.8537012795514148
28,-1.4543424789046935,-0.2566078974791951,-0.390425482604325,-0.4826493944009386,-0.30564100173601383,-0.8537012795514148
29,-1.4543424789046935,-0.2621754836352466,-0.3993836879829712,-0.5503971553814503,-0.30564100173601383,-0.8537012795514148
30,-1.4543424789046935,-0.26440251809766724,-0.39648318022426915,-0.590622388463629,-0.30564100173601383,-0.8537012795514148
31,-1.4543424789046935,-0.2677430697912982,-0.4051076988696133,-0.6393160916683718,-0.30564100173601383,-0.8537012795514148
32,-1.4543424789046935,-0.2688565870225085,-0.43506250023603193,-0.6435503267296537,-0.30564100173601383,-0.8537012795514148
33,-1.4543424789046935,-0.2699701042537188,-0.39083617396838904,-0.6790120453678903,-0.30564100173601383,-0.8537012795514148
34,-1.4543424789046935,-0.2699701042537188,-0.4639649049820365,-0.6790120453678903,-0.30564100173601383,-0.8537012795514148
35,-1.4543424789046935,-0.2699701042537188,-0.3837004115177769,-0.6790120453678903,-0.30564100173601383,-0.8537012795514148
36,-1.0985010157237387,-0.2566078974791951,-0.3852148359227629,-0.49429354081946403,-0.3067643000633103,-0.8846973464304105
37,-1.0985010157237387,-0.259948449172826,-0.40577507233621735,-0.49852777588074604,-0.3067643000633103,-0.8846973464304105
38,-1.0985010157237387,-0.26440251809766724,-0.4325213474208859,-0.5133475985952329,-0.3067643000633103,-0.8846973464304105
39,-1.0985010157237387,-0.2621754836352466,-0.41044668660244543,-0.5281674213097198,-0.3067643000633103,-0.8846973464304105
40,-1.0985010157237387,-0.2621754836352466,-0.3984082959933192,-0.5525142729120912,-0.3067643000633103,-0.8846973464304105
41,-1.0985010157237387,-0.2655160353288776,-0.4048253485568193,-0.5996201379688533,-0.3067643000633103,-0.8846973464304105
42,-1.0985010157237387,-0.2677430697912982,-0.39052815544534103,-0.646196723642955,-0.3067643000633103,-0.8846973464304105
43,-1.0985010157237387,-0.2688565870225085,-0.43113526406716984,-0.6467260030256152,-0.3067643000633103,-0.8846973464304105
44,-1.0985010157237387,-0.2699701042537188,-0.387037278850797,-0.6790120453678903,-0.3067643000633103,-0.8846973464304105
45,-1.0985010157237387,-0.2699701042537188,-0.4635285454077185,-0.6790120453678903,-0.3067643000633103,-0.8846973464304105
46,-1.0985010157237387,-0.2699701042537188,-0.3803122077642488,-0.6790120453678903,-0.3067643000633103,-0.8846973464304105
47,-1.0985010157237387,-0.2699701042537188,-0.46732744052531056,-0.6790120453678903,-0.3067643000633103,-0.8846973464304105
48,-0.9798871946634204,-0.24992679409193325,-0.41101138722803343,-0.2873453021993074,-0.30640594788826575,-0.874791386912381
49,-0.9798871946634204,-0.2621754836352466,-0.43110959585691583,-0.45459758711994547,-0.30640594788826575,-0.874791386912381
50,-0.9798871946634204,-0.2688565870225085,-0.46725043589454857,-0.46041966032920817,-0.30640594788826575,-0.874791386912381
51,-0.9798871946634204,-0.259948449172826,-0.4143995909815615,-0.4720638067477336,-0.30640594788826575,-0.874791386912381
52,-0.9798871946634204,-0.2588349319416157,-0.4002307389213532,-0.49323498205414357,-0.30640594788826575,-0.874791386912381
53,-0.9798871946634204,-0.2588349319416157,-0.38354640225625286,-0.5281674213097198,-0.30640594788826575,-0.874791386912381
54,-0.9798871946634204,-0.2621754836352466,-0.40626276833104336,-0.5376944501976043,-0.30640594788826575,-0.874791386912381
55,-0.9798871946634204,-0.2621754836352466,-0.38844903041476697,-0.5673340956265782,-0.30640594788826575,-0.874791386912381
56,-0.9798871946634204,-0.2677430697912982,-0.4299545263954858,-0.6165570782139812,-0.30640594788826575,-0.874791386912381
57,-0.9798871946634204,-0.2688565870225085,-0.38611322328165293,-0.6636629432707432,-0.30640594788826575,-0.874791386912381
58,-0.9798871946634204,-0.2688565870225085,-0.3792598111438348,-0.6647215020360637,-0.30640594788826575,-0.874791386912381
59,-0.9798871946634204,-0.2699701042537188,-0.4633745361461945,-0.6790120453678903,-0.30640594788826575,-0.874791386912381
60,-0.8612733736031022,-0.2677430697912982,-0.46714776305353256,-0.24870790726510927,-0.30588246362970956,-0.860944346725888
61,-0.8612733736031022,-0.2577214147104054,-0.4294668304006598,-0.3392146817000116,-0.30588246362970956,-0.860944346725888
62,-0.8612733736031022,-0.2677430697912982,-0.46322052688467047,-0.41384307465510645,-0.30588246362970956,-0.860944346725888
63,-0.8612733736031022,-0.26328900086645696,-0.4140659042482595,-0.5419286852588863,-0.30588246362970956,-0.860944346725888
64,-0.8612733736031022,-0.259948449172826,-0.3803378759745028,-0.547750758468149,-0.30588246362970956,-0.860944346725888
65,-0.8612733736031022,-0.26328900086645696,-0.41129373754082743,-0.547750758468149,-0.30588246362970956,-0.860944346725888
66,-0.8612733736031022,-0.26328900086645696,-0.4009237805982112,-0.566804816243918,-0.30588246362970956,-0.860944346725888
67,-0.8612733736031022,-0.2655160353288776,-0.40644244580282135,-0.5980322998208726,-0.30588246362970956,-0.860944346725888
68,-0.8612733736031022,-0.2677430697912982,-0.38554852265606493,-0.648313841173596,-0.30588246362970956,-0.860944346725888
69,-0.8612733736031022,-0.2688565870225085,-0.42864544767253177,-0.6488431205562563,-0.30588246362970956,-0.860944346725888
70,-0.8612733736031022,-0.2688565870225085,-0.3780277370516428,-0.6647215020360637,-0.30588246362970956,-0.860944346725888
71,-0.8612733736031022,-0.2699701042537188,-0.3850608266612389,-0.6790120453678903,-0.30588246362970956,-0.860944346725888
72,-0.742659552542784,-0.25549438024798476,-0.4136808810944495,-0.38367414984347237,-0.3055792465582511,-0.8535947638576725
73,-0.742659552542784,-0.259948449172826,-0.42777272852389575,-0.41119667774180524,-0.3055792465582511,-0.8535947638576725
74,-0.742659552542784,-0.2677430697912982,-0.4629895129923845,-0.41966514786436915,-0.3055792465582511,-0.8535947638576725
75,-0.742659552542784,-0.25549438024798476,-0.40069276670592524,-0.43607280872683685,-0.3055792465582511,-0.8535947638576725
76,-0.742659552542784,-0.2577214147104054,-0.4115504196433674,-0.43766064687481754,-0.3055792465582511,-0.8535947638576725
77,-0.742659552542784,-0.2688565870225085,-0.46701942200226254,-0.4683588510691119,-0.3055792465582511,-0.8535947638576725
78,-0.742659552542784,-0.2543808630167745,-0.37697534043122877,-0.48212011501827834,-0.3055792465582511,-0.8535947638576725
79,-0.742659552542784,-0.2621754836352466,-0.4056980677054553,-0.5387530089629248,-0.3055792465582511,-0.8535947638576725
80,-0.742659552542784,-0.26106196640403634,-0.3819806414307588,-0.5604534636519949,-0.3055792465582511,-0.8535947638576725
81,-0.742659552542784,-0.26328900086645696,-0.37682133116970473,-0.594856623524911,-0.3055792465582511,-0.8535947638576725
82,-0.742659552542784,-0.2677430697912982,-0.4271566914777998,-0.6202620338926029,-0.3055792465582511,-0.8535947638576725
83,-0.742659552542784,-0.2677430697912982,-0.3839570936203169,-0.6488431205562563,-0.3055792465582511,-0.8535947638576725
84,-0.6240457314824658,-0.2677430697912982,-0.46694241737150055,-0.26246917121427576,-0.3049640032762965,-0.8380434725713035
85,-0.6240457314824658,-0.25104031132314353,-0.41093438259727144,-0.3095750362710377,-0.3049640032762965,-0.8380434725713035
86,-0.6240457314824658,-0.2543808630167745,-0.4130648440483535,-0.36409081268504323,-0.3049640032762965,-0.8380434725713035
87,-0.6240457314824658,-0.25215382855435386,-0.3996147018752572,-0.3847327086087929,-0.3049640032762965,-0.8380434725713035
88,-0.6240457314824658,-0.2677430697912982,-0.4628868401513685,-0.4223115447776704,-0.3049640032762965,-0.8380434725713035
89,-0.6240457314824658,-0.2588349319416157,-0.4046970075055493,-0.4815908356356181,-0.3049640032762965,-0.8380434725713035
90,-0.6240457314824658,-0.2566078974791951,-0.3760256166518307,-0.5117597604472522,-0.3049640032762965,-0.8380434725713035
91,-0.6240457314824658,-0.259948449172826,-0.3805432216565348,-0.5472214790854888,-0.3049640032762965,-0.8380434725713035
92,-0.6240457314824658,-0.26662955256008786,-0.42728503252906974,-0.590622388463629,-0.3049640032762965,-0.8380434725713035
93,-0.6240457314824658,-0.2688565870225085,-0.42646364980094176,-0.6499016793215767,-0.3049640032762965,-0.8380434725713035
94,-0.6240457314824658,-0.2677430697912982,-0.3758202709697987,-0.6509602380868973,-0.3049640032762965,-0.8380434725713035
95,-0.6240457314824658,-0.2688565870225085,-0.38257101026660084,-0.6641922226534034,-0.3049640032762965,-0.8380434725713035
96,-0.5054319104221475,-0.22988348393014768,-0.4128851665765755,0.1281390131889867,-0.30562388068463775,-0.8558315934262599
97,-0.5054319104221475,-0.2332240356237786,-0.41072903691523943,0.035515121223443455,-0.30562388068463775,5.812527546854839e-15
98,-0.5054319104221475,-0.26662955256008786,-0.46694241737150055,-0.05393309444613831,-0.30562388068463775,-0.8558315934262599
99,-0.5054319104221475,-0.23656458731740954,-0.3757175981287827,-0.2619398918316155,-0.30562388068463775,-0.8558315934262599
100,-0.5054319104221475,-0.24658624239830232,-0.39799760462925515,-0.3011065661484738,-0.30562388068463775,-0.8558315934262599
101,-0.5054319104221475,-0.2566078974791951,-0.42718235968805374,-0.32651197651616565,-0.30562388068463775,-0.8558315934262599
102,-0.5054319104221475,-0.25215382855435386,-0.40315691489030925,-0.36991288589430593,-0.30562388068463775,-0.8558315934262599
103,-0.5054319104221475,-0.2677430697912982,-0.46265582625908247,-0.4276043386042729,-0.30562388068463775,-0.8558315934262599
104,-0.5054319104221475,-0.2621754836352466,-0.37846409662596076,-0.5789782420451036,-0.30562388068463775,-0.8558315934262599
105,-0.5054319104221475,-0.26328900086645696,-0.38059455807704284,-0.5911516678462893,-0.30562388068463775,-0.8558315934262599
106,-0.5054319104221475,-0.2655160353288776,-0.3755379206570047,-0.6234377101885643,-0.30562388068463775,-0.8558315934262599
107,-0.5054319104221475,-0.2699701042537188,-0.4254625896010357,-0.6790120453678903,-0.30562388068463775,-0.8558315934262599
108,-0.3868180893618293,-0.26662955256008786,-0.46683974453048455,-1.880378102684145e-16,-0.3053839600277365,-0.8501862616579204
109,-0.3868180893618293,-0.23990513901104046,-0.4095996356640634,-0.10474391518152208,-0.3053839600277365,-0.8501862616579204
110,-0.3868180893618293,-0.23433755285498892,-0.39758691326519113,-0.10580247394684256,-0.3053839600277365,-0.8501862616579204
111,-0.3868180893618293,-0.24101865624225077,-0.4117557653253994,-0.10633175332950279,-0.3053839600277365,-0.8501862616579204
112,-0.3868180893618293,-0.23767810454861985,-0.3738181505699867,-0.28364034652068565,-0.3053839600277365,-0.8501862616579204
113,-0.3868180893618293,-0.259948449172826,-0.42628397232916376,-0.41966514786436915,-0.3053839600277365,-0.8501862616579204
114,-0.3868180893618293,-0.2588349319416157,-0.40279755994675326,-0.4868836294622205,-0.3053839600277365,-0.8501862616579204
115,-0.3868180893618293,-0.26328900086645696,-0.4251545710779877,-0.5101719222992714,-0.3053839600277365,-0.8501862616579204
116,-0.3868180893618293,-0.259948449172826,-0.3779507324208808,-0.5509264347641105,-0.3053839600277365,-0.8501862616579204
117,-0.3868180893618293,-0.2677430697912982,-0.37376681414947865,-0.6520187968522178,-0.3053839600277365,-0.8501862616579204
118,-0.3868180893618293,-0.2688565870225085,-0.3800811938719628,-0.6647215020360637,-0.3053839600277365,-0.8501862616579204
119,-0.3868180893618293,-0.2699701042537188,-0.4626044898385745,-0.6790120453678903,-0.3053839600277365,-0.8501862616579204
120,-0.26820426830151106,-0.26662955256008786,-0.46681407632023053,-0.06610652024732401,-0.3048950007410383,-0.8380434725713035
121,-0.26820426830151106,-0.2432456907046714,-0.4091376078794914,-0.17196239677937347,-0.3048950007410383,-0.8380434725713035
122,-0.26820426830151106,-0.2655160353288776,-0.4625788216283205,-0.17990158751927718,-0.3048950007410383,5.812527546854839e-15
123,-0.26820426830151106,-0.23545107008619923,-0.3730737724726207,-0.25929349491831427,-0.3048950007410383,-0.8380434725713035
124,-4.584842276984568e-13,-0.24881327686072294,-0.4112680693305734,-0.2640570093622565,-0.3048950007410383,-0.8380434725713035
125,-0.26820426830151106,-0.2543808630167745,-0.4259246173856077,-0.2788768320767434,-0.3048950007410383,-0.8380434725713035
126,-0.26820426830151106,-0.24881327686072294,-0.3972788947421432,-0.3402732404653321,-0.3048950007410383,-0.8380434725713035
127,-0.26820426830151106,-0.25549438024798476,-0.40248954142370524,-1.880378102684145e-16,-0.3048950007410383,-0.8380434725713035
128,-0.26820426830151106,-0.26328900086645696,-0.42500056181646373,-0.5107012016819317,-0.3048950007410383,-0.8380434725713035
129,-0.26820426830151106,-0.26440251809766724,-0.3775657092670708,-0.6080886080914172,-0.3048950007410383,-0.8380434725713035
130,-0.26820426830151106,-0.2688565870225085,-1.5538499378692672e-15,-0.6647215020360637,-0.3048950007410383,-0.8380434725713035
131,-0.26820426830151106,-0.2699701042537188,-0.37302243605211266,-0.6790120453678903,-0.3048950007410383,-0.8380434725713035
132,-0.14959044724119283,-0.25104031132314353,-0.4139118949867355,-0.2910502578779291,-0.30474486371343895,-0.8288831229094697
133,-0.14959044724119283,-0.2588349319416157,-0.4279267377854198,-0.3804984735475109,-0.30474486371343895,-0.8288831229094697
134,-0.14959044724119283,-0.2677430697912982,-0.4637595593000045,-0.39902325194061955,-0.30474486371343895,-0.8288831229094697
135,-0.14959044724119283,-0.2688565870225085,-0.46707075842277057,-0.466241733538471,-0.30474486371343895,-0.8288831229094697
136,-0.14959044724119283,-0.26328900086645696,-0.4057237359157093,-0.5588656255040142,-0.30474486371343895,-0.8288831229094697
137,-0.14959044724119283,-0.26440251809766724,-0.41185843816641543,-0.5689219337745589,-0.30474486371343895,-0.8288831229094697
138,-0.14959044724119283,-0.26440251809766724,-0.388192348312227,-0.599090858586193,-0.30474486371343895,-0.8288831229094697
139,-0.14959044724119283,-0.26662955256008786,-0.41036968197168344,-0.6144399606833402,-0.30474486371343895,-0.8288831229094697
140,-0.14959044724119283,-0.2655160353288776,-0.3772833589542767,-0.6223791514232438,-0.30474486371343895,-0.8288831229094697
141,-0.14959044724119283,-0.2688565870225085,-0.37723202253376875,-0.6647215020360637,-0.30474486371343895,-0.8288831229094697
142,-0.14959044724119283,-0.2699701042537188,-0.390117464081277,-0.6790120453678903,-0.30474486371343895,5.812527546854839e-15
143,-0.14959044724119283,-0.2699701042537188,-0.4303395495492958,-0.6790120453678903,-0.30474486371343895,-0.8288831229094697
144,-0.030976626180874604,-0.245472725167092,-0.4204613955151463,-0.115329502834727,-0.30444863261277016,-0.8207879301850585
145,-0.030976626180874604,-0.2321105183925683,-0.3762242885991967,-0.20371915973898827,-0.30444863261277016,-0.8207879301850585
146,-0.030976626180874604,-0.2577214147104054,-0.4229804736694739,-0.38314487046081214,-0.30444863261277016,-0.8207879301850585
147,-0.030976626180874604,-0.2677430697912982,-0.46133288670259126,-0.4551268665026057,-0.30444863261277016,-0.8207879301850585
148,-0.030976626180874604,-0.2588349319416157,-0.4077415139237763,-0.4720638067477336,-0.30444863261277016,-0.8207879301850585
149,-0.030976626180874604,-0.259948449172826,-0.40380914411286345,-0.5032912903246882,-0.30444863261277016,-0.8207879301850585
150,-0.030976626180874604,-0.2566078974791951,-0.3784407385546296,-0.5075255253859702,-0.30444863261277016,-0.8207879301850585
151,-0.030976626180874604,-0.2688565870225085,-0.4654937035847648,-0.5085840841512906,-0.30444863261277016,-0.8207879301850585
152,-0.030976626180874604,-0.26328900086645696,-0.42474413639602626,-0.5117597604472522,-0.30444863261277016,-0.8207879301850585
153,-0.030976626180874604,-0.26328900086645696,-0.3909244726116628,-0.5800368008104242,-0.30444863261277016,-0.8207879301850585
154,-0.030976626180874604,-0.2655160353288776,-0.4162808141110772,-0.5837417564890458,-0.30444863261277016,-0.8207879301850585
155,-0.030976626180874604,-0.2677430697912982,-0.39456935846773084,-0.6446088854949742,-0.30444863261277016,-0.8207879301850585
156,0.08763719487944363,-0.2655160353288776,-0.46550320082255875,0.0037583582638286367,-0.30418998711100453,-0.814290472866781
157,0.08763719487944363,-0.2443592079358817,-0.42051221857144916,-0.08886553370171463,-0.30418998711100453,-0.814290472866781
158,0.08763719487944363,-0.230997001161358,-0.37537390079348165,-0.19419213085110384,-0.30418998711100453,-0.814290472866781
159,0.08763719487944363,-0.25549438024798476,-0.42260571779976547,-0.3318047703427682,-0.30418998711100453,-0.814290472866781
160,0.08763719487944363,-0.25326734578556415,-0.4059375521071251,-0.3773227972515494,,-0.814290472866781
161,0.08763719487944363,-0.2543808630167745,-0.40262558293805145,-0.41066739835914495,-0.30418998711100453,-0.814290472866781
162,0.08763719487944363,-0.25326734578556415,-0.3771773492459277,-0.46730029230379144,-0.30418998711100453,-0.814290472866781
163,0.08763719487944363,-0.2621754836352466,-0.41604620666935566,-0.5133475985952329,-0.30418998711100453,-0.814290472866781
164,0.08763719487944363,-0.2688565870225085,-0.46129361434090266,-0.5673340956265782,-0.30418998711100453,-0.814290472866781
165,0.08763719487944363,-0.2655160353288776,-0.4242531035338672,-0.5683926543918987,-0.30418998711100453,-0.814290472866781
166,0.08763719487944363,-0.2688565870225085,-0.3952126038166961,-0.6615458257401021,-0.30418998711100453,-0.814290472866781
167,0.08763719487944363,-0.2688565870225085,-0.3914591414312536,-0.6626043845054226,-0.30418998711100453,-0.814290472866781
168,0.20625101593976186,-0.26328900086645696,-0.4608621317265329,-0.03223263975706816,-0.303283520161831,-0.7904309574685163
169,0.20625101593976186,-0.25215382855435386,-0.42173556547215485,-0.258764215535654,-0.303283520161831,-0.7904309574685163
170,0.20625101593976186,-0.23879162177983015,-0.37433254150347683,-0.29528449293921105,-0.303283520161831,-0.7904309574685163
171,0.20625101593976186,-0.25326734578556415,-0.40332760848849836,-0.38843766428741455,-0.303283520161831,-0.7904309574685163
172,0.20625101593976186,-0.2543808630167745,-0.4006391201464944,-0.41807730971638846,-0.303283520161831,-0.7904309574685163
173,0.20625101593976186,-0.259948449172826,-0.4232297119910402,-0.4355435293441766,-0.303283520161831,-0.7904309574685163
174,0.20625101593976186,-0.259948449172826,-1.5538499378692672e-15,-0.447187675762702,-0.303283520161831,-0.7904309574685163
175,0.20625101593976186,-0.259948449172826,-0.4162371781536454,-0.4651831747731504,-0.303283520161831,-0.7904309574685163
176,0.20625101593976186,-0.25549438024798476,-0.3754711833103443,-0.49852777588074604,-0.303283520161831,-0.7904309574685163
177,0.20625101593976186,-0.2688565870225085,-0.46507710853234235,-0.5170525542738547,-0.303283520161831,-0.7904309574685163
178,0.20625101593976186,-0.2655160353288776,-0.3930682815320769,-0.6112642843873787,-0.303283520161831,-0.7904309574685163
179,0.20625101593976186,-0.2699701042537188,-0.39684843885618354,-0.6790120453678903,-0.303283520161831,-0.7904309574685163
180,0.3248648370000801,-0.2655160353288776,-0.46434325440118046,-0.08304346049245194,-0.302200127787617,-0.762577103554917
181,0.3248648370000801,-0.22654293223651675,-0.3729025655102265,-0.15237905962094436,-0.302200127787617,-0.762577103554917
182,0.3248648370000801,-0.25215382855435386,-0.4211149081482131,-0.2635277299795963,-0.302200127787617,-0.762577103554917
183,0.3248648370000801,-0.24769975962951263,-0.39844217803085447,-0.3169849476282812,-0.302200127787617,-0.762577103554917
184,0.3248648370000801,-0.24881327686072294,-0.39985392959482446,-0.3280998146641464,-0.302200127787617,-0.762577103554917
185,0.3248648370000801,-0.26662955256008786,-0.46037905600955265,-0.3672664889810047,-0.302200127787617,-0.762577103554917
186,0.3248648370000801,-0.2577214147104054,-0.4163788666742475,-0.41701875095106794,-0.302200127787617,-0.762577103554917
187,0.3248648370000801,-0.2588349319416157,-0.4202770977655225,-0.4233701035429909,-0.302200127787617,-0.762577103554917
188,0.3248648370000801,-0.25104031132314353,-0.37298752728616724,-0.44930479329334305,-0.302200127787617,-0.762577103554917
189,0.3248648370000801,-0.26662955256008786,-0.42113980631215947,-0.601207976116834,-0.302200127787617,-0.762577103554917
190,0.3248648370000801,-0.26662955256008786,-0.3998701005672845,-0.6234377101885643,-0.302200127787617,-0.762577103554917
191,0.3248648370000801,-0.2688565870225085,-0.3958976883483754,-0.6615458257401021,-0.302200127787617,-0.762577103554917
192,0.4434786580603983,-0.2699701042537188,-0.4010978110637334,-0.6790120453678903,-0.3016171638964659,-0.741966316815791
193,0.4434786580603983,-0.2699701042537188,-0.4245013151270234,-0.6790120453678903,-0.3016171638964659,-0.741966316815791
194,0.4434786580603983,-0.2699701042537188,-0.37425117327697166,-0.6790120453678903,-0.3016171638964659,-0.741966316815791
195,0.4434786580603983,-0.2699701042537188,-0.4024743971796554,-0.6790120453678903,-0.3016171638964659,-0.741966316815791
196,0.4434786580603983,-0.2699701042537188,-0.4193027325042807,-0.6790120453678903,-0.3016171638964659,-0.741966316815791
197,0.4434786580603983,-0.2699701042537188,-0.4598089650598113,-0.6790120453678903,-0.3016171638964659,-0.741966316815791
198,0.4434786580603983,-0.2699701042537188,-0.4011612115430607,-0.6790120453678903,-0.3016171638964659,-0.741966316815791
199,0.4434786580603983,-0.2699701042537188,-0.4278961926152175,-0.6790120453678903,-0.3016171638964659,-0.741966316815791
200,0.4434786580603983,-0.2699701042537188,-0.37586082674200005,-0.6790120453678903,-0.3016171638964659,-0.741966316815791
201,0.4434786580603983,-0.2699701042537188,-0.398673448605243,-0.6790120453678903,-0.3016171638964659,-0.741966316815791
202,0.4434786580603983,-0.2699701042537188,-0.41850188434435587,-0.6790120453678903,-0.3016171638964659,-0.741966316815791
203,0.4434786580603983,-0.2699701042537188,-0.46358732560920013,-0.6790120453678903,-0.3016171638964659,-0.741966316815791
204,0.5620924791207166,-0.2699701042537188,-0.4007856856270447,-0.6790120453678903,-0.30104082638878055,-0.7257759313669685
205,0.5620924791207166,-0.2699701042537188,-0.4256189090014826,-0.6790120453678903,-0.30104082638878055,-0.7257759313669685
206,0.5620924791207166,-0.2699701042537188,-0.37367800214199987,-0.6790120453678903,-0.30104082638878055,-0.7257759313669685
207,0.5620924791207166,-0.2699701042537188,-0.4048469098534327,-0.6790120453678903,-0.30104082638878055,-0.7257759313669685
208,0.5620924791207166,-0.2699701042537188,-0.4180426800629118,-0.6790120453678903,-0.30104082638878055,-0.7257759313669685
209,0.5620924791207166,-0.2699701042537188,-0.45908512153064845,-0.6790120453678903,-0.30104082638878055,-0.7257759313669685
210,0.5620924791207166,-0.2699701042537188,-0.39987677430195057,-0.6790120453678903,-0.30104082638878055,-0.7257759313669685
211,0.5620924791207166,-0.2699701042537188,-0.4287758421806221,-0.6790120453678903,-0.30104082638878055,-0.7257759313669685
212,0.5620924791207166,-0.2699701042537188,-0.3761601180735617,-0.6790120453678903,-0.30104082638878055,-0.7257759313669685
213,0.5620924791207166,-0.2699701042537188,-0.40090375939421313,-0.6790120453678903,-0.30104082638878055,-0.7257759313669685
214,0.5620924791207166,1.0443860853098442e-15,-0.41715635676284113,-0.6790120453678903,-0.30104082638878055,-0.7257759313669685
215,0.5620924791207166,-0.2699701042537188,-0.4629941332702302,-0.6790120453678903,-0.30104082638878055,-0.7257759313669685
216,0.6807063001810348,-0.26106196640403634,-0.46258754881980685,0.32026742909465644,-0.29986038643608726,-0.6923300035319009
217,0.6807063001810348,-0.23767810454861985,-0.3762756250197047,-0.27358403825014094,-0.29986038643608726,-0.6923300035319009
218,0.6807063001810348,-0.2543808630167745,-0.4159242826706491,-0.3482124312052358,-0.29986038643608726,-0.6923300035319009
219,0.6807063001810348,-0.26662955256008786,-0.45872756336181025,-0.402198928236581,-0.29986038643608726,-0.6923300035319009
220,0.6807063001810348,-0.259948449172826,-0.429186020180481,-0.4027282076192413,-0.29986038643608726,-0.6923300035319009
221,0.6807063001810348,-0.25549438024798476,-0.40131393739407206,-0.4339556911961958,-0.29986038643608726,-0.6923300035319009
222,0.6807063001810348,-0.25549438024798476,-0.3994481151907087,-0.44030704378811886,-0.29986038643608726,-0.6923300035319009
223,0.6807063001810348,-0.26106196640403634,-0.42632786496869807,-0.4482462345280225,-0.29986038643608726,-0.6923300035319009
224,0.6807063001810348,-0.259948449172826,-0.4167045962623707,-0.46359533662516966,-0.29986038643608726,-0.6923300035319009
225,0.6807063001810348,1.0443860853098442e-15,-0.3728912714977147,-0.4900593057581821,-0.29986038643608726,-0.6923300035319009
226,0.6807063001810348,-0.2655160353288776,-0.4035170398801729,-0.601207976116834,-0.29986038643608726,-0.6923300035319009
